GRUPO TAXONOMICO;METODO FAUNA;CAMPANHA;MODULO;TRANSECTO;PARCELA;DATA;PERIODO SAZONAL;HORARIO;FILO;CLASSE;ORDEM;FAMILIA;SUBFAMILIA;NOME CIENTIFICO;SUBESPECIE;SENSIBILIDADE;ENDEMISMO;BIOINDICADOR;STATUS DO REGISTRO;RECAPTURA OU RECUPERACAO;SEXO;IDADE;MUDAS REMIGES (MM);MUDAS RECTRIZES  (MM);MUDAS CONTORNO  (MM);PLACA DE INCUBACAO;COMPRIMENTO ASA (MM);COMPRIMENTO CAUDA (MM);COMPRIMENTO CULMEN  (MM);COMPRIMENTO TARSO  (MM);PESO 1 (G);PESO 2  (G);PESO  (G);COR IRIS;COR BICO;COR TARSO;COMPRIMENTO TOTAL (M);;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;02/02/2019;ENCHENTE;10:30;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;TACHYPHONUS RUFUS;NI;B;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;JOVEM;NAO;NAO;NAO;2;76.1;83.7;14.8;27.2;70;40;30;CASTANHO;SUPERIOR PRETO; INFERIOR BRANCO;CINZA;190;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;03/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;1;61.1;30.4;8.3;19.4;55;35;20;BRANCA;SUPERIOR PRETO; INFERIOR BRANCO;CINZA;115;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;03/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PICIFORMES;PICIDAE;NA;CELEUS ELEGANS;NI;M;1;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;1;155.3;109.3;23.7;30.9;205;85;120;CASTANHO;BRANCO;CINZA;290;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;03/02/2019;ENCHENTE;10:30;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PYRIGLENA SIMILIS;NA;M;NA;1;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;1;72.7;80.9;14.8;35.4;75;40;35;VERMELHO;PRETO;CINZA;190;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;FUGA;NAO;INDETERMINADO;ADULTO;-;-;-;-;-;-;-;-;62.3;45.5;16.8;-;-;-;-;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;0;65;69.3;11;17;61.5;45.5;16;MARROM;CINZA;CINZA;163;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA MERULA;RUFOOLIVACEA;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;0;97.5;86.7;17.8;25.3;87.5;45.1;42.4;CINZA;PRETO;CINZA;225;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;NA;NA;NA;0;102;85.5;10.8;33.4;94.5;48.1;46.4;MARROM;CINZA;CINZA;215;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;NA;NA;SIM;3;90.6;71.9;15.2;23.1;82.3;46.5;35.8;MARROM;CINZA;CINZA;194;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;NA;NA;NA;2;57.9;32.1;7.1;15.4;63.2;48.2;15;BRANCO;CINZA;CINZA;119;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;SIM;3;96.7;81.1;10.7;31.9;98.9;50;48.9;MARROM;PRETO;CINZA;214;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;PASSERELLIDAE;NA;ARREMON TACITURNUS;TACITURNUS;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;0;67.1;59.5;9.7;24.8;72.5;48.1;24.4;MARROM;PRETO;CINZA;156;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;09:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;THRENETES LEUCURUS;MEDIANUS;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NA;NA;1;58.2;37;29.5;6;54.2;48.2;6;MARROM;PRETO;ROSA;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;10:30;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;2;62.5;28.7;6.8;15.9;65.1;49.9;15.2;BRANCO;CINZA;ROXO;115;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;27/07/2019;VAZANTE;11:30;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS GUTTATOIDES;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;0;96.6;84.8;21.2;21.1;80.1;45.7;34.4;MARROM;CINZA/BRANCO;CINZA;225;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;NA;NA;NA;0;68;71.3;9.9;17;75.7;48.5;27.2;MARROM;CINZA;CINZA;164;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;07:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;MACHO;ADULTO;NA;3D2E;SIM;1;62.7;64;10.5;24.4;66.8;48.9;17.9;MARROM;PRETO;CINZA;160;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;07:40;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NA;NA;1;59.6;41.4;29.5;5.4;55.9;49;6.9;MARROM;PRETO;ROSA;134;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;07:40;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;S2E;NA;SIM;1;88.3;77.8;16.8;35.3;104;47;57;VERMELHO;PRETO;CINZA;210;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;10:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;FEMEA;JOVEM;NA;TODAS;SIM;0;81.2;58.9;10.6;33.5;101;48.7;52.3;MARROM;PRETO;CINZA;184;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;10:00;CHORDATA;AVES;PASSERIFORMES;TROGLODYTIDAE;NA;PHEUGOPEDIUS CORAYA;HERBERTI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;0;58.2;57.6;11.8;22.4;65.3;46.3;19;MARROM;PRETO/CINZA;CINZA;155;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;10:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;3;57.1;47.8;703;14.2;59.1;48.5;10.6;MARROM;PRETO/LARANJA;CINZA;126;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;29/07/2019;VAZANTE;10:30;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;1;55.4;45;7.1;8.5;56.5;46.5;10;MARROM;PRETO/LARANJA;CINZA;125;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;26/07/2019;VAZANTE;08:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;NA;NA;NA;1;59.1;43.7;7.2;21.1;89;73;16;BRANCO;CINZA;CHUMBO;102;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;26/07/2019;VAZANTE;08:30;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;NA;NA;NA;1;68.7;74.4;11.3;12.4;65;49;16;CASTANHO;CHUMBO;MARROM;129;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;26/07/2019;VAZANTE;08:58;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;NA;NA;NA;1;62.2;26.5;8.3;19.3;65;49;16;BRANCO;CINZA;CHUMBO;98.3;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;1;26/07/2019;VAZANTE;10:30;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;WILLISORNIS VIDUA;VIDUA;M;1;NA;ANILHADO;NAO;FEMEA;ADULTO;SIM;NA;NA;1;61.5;46.8;10.1;27.7;67;49;18;CASTANHO;PRETO;CINZA;110.3;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;08:12;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;0;78.8;81.6;12.2;20.4;71;50;21;CASTANHO;MARROM;CINZA;170;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;08:21;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;TACHYPHONUS RUFUS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;NA;NA;NA;0;77.3;80.1;14.1;28.2;79;49;30;CASTANHO;PRETO;CINZA;170;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;08:30;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;SIM;NA;0;79.1;76.1;14.3;28.7;105;70;35;CASTANHO;PRETO;CINZA;180;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;09:25;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;LEPTOTILA RUFAXILLA;RUFAXILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;0;128.2;102.8;8.6;33.5;215;69;146;BRANCO ;PRETO ;VERMELHO;230.5;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;09:34;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS LEUCOPHRYS;NI;M;1;1;ANILHADO;NAO;FEMEA;ADULTO;NA;NA;NA;1;62.1;52.4;11.1;31.4;68;50;18;CASTANHO;PRETO;CINZA;130.5;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;10:20;CHORDATA;AVES;PASSERIFORMES;ONYCHORHYNCHIDAE;NA;ONYCHORHYNCHUS CORONATUS;NI;A;1;NA;ANILHADO;NAO;FEMEA;ADULTO;NA;NA;NA;2;69.1;57.5;15.3;20.1;65;49;16;CASTANHO;MARROM;AMARELO;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;10:55;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROPLEX PICUS;PICUS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;SIM;0;91.6;88.9;20.5;27.1;105;50;55;CASTANHO;BEGE;CINZA;190;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;11:15;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;1;82.5;76.6;14.8;23.1;23.1;73;50;CASTANHO;PRETO;PRETO;165;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;12:12;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;0;78.1;80.2;10.1;26.6;74;49;25;CASTANHO;PRETO;PRETO;190;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;12:20;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;0;76;74.6;12.4;20.1;76;49;27;CASTANHO;PRETO;PRETO;200;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;12:25;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NA;NA;NA;0;79.8;75;12.5;26.5;74;50;24;CASTANHO;PRETO;PRETO;201;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;16;5;1;2;28/07/2019;VAZANTE;12:30;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;NONNULA RUFICAPILLA;RUFICAPILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NA;NA;NA;3;58.3;61.1;19.6;12.4;64;49;15;CASTANHO;PRETO;CINZA;126;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;6;1;1;22/01/2020;ENCHENTE;06:40;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;SCIAPHYLAX PALLENS;NI;M;1;1;FUGA;NAO;MACHO;ADULTO;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;6;1;1;22/01/2020;ENCHENTE;08:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;52;30;10.9;14.4;60;50;10;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;2;19/01/2020;ENCHENTE;11:30;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS LEUCOPHRYS;NI;M;1;1;ANILHADO;NAO;MACHO;ADULTO;0;0;0;0;70;48;16.7;29.2;62;48;14;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;2;18/01/2020;ENCHENTE;08:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECAPTURA;SIM;MACHO;ADULTO;NA;NA;NA;2;63.1;28.1;13.5;29.7;64;45;19;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;2;18/01/2020;ENCHENTE;08:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NA;NA;NA;0;60.8;30.5;11.1;18.1;86;72;14;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;06:45;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS FUMIGATUS;FUMIGATUS;M;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;JOVEM;SIM;SIM;NAO;2;168;100;18.5;32.5;130;69;61;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;07:20;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;SIM;NAO;SIM;0;91.7;78.1;19.6;26.4;87;41;46;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;07:20;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;2;88.1;68;17.3;39.5;110;47;63;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;08:30;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS OCHROLAEMUS;NI;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;SIM;SIM;NAO;1;84;82.8;20.3;27;79;48;31;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;08:30;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;SIM;NAO;NAO;2;129;78;16.8;25.1;160;47;113;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;08:30;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;1;89.7;66;20.3;26.5;84;46;38;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;09:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;1;76.2;69.5;19.2;20.5;74;48;26;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;09:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;NAO;NAO;NAO;0;78.8;26.2;17.7;23.3;76;50;26;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;17/01/2020;ENCHENTE;09:00;CHORDATA;AVES;PASSERIFORMES;FORMICARIIDAE;NA;FORMICARIUS COLMA;AMAZONICUS;A;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;80.5;62;17.5;32.2;91;47;44;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;06:40;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NA;NA;NA;NA;NA;NA;NA;115;45;NA;NA;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;06:40;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;SIM;NAO;NAO;2;84;72;21;25;80;45;35;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;06:40;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;0;125;87;14;30;155;45;110;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;06:40;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;90;76;21;25;80;42;38;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;06:40;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;97;80;17;34;93;42;51;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;08:10;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;85;67;22;26;85;45;40;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;11:30;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;0;130;82;20;33;185;45;140;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;17;5;1;1;16/01/2020;ENCHENTE;11:30;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;87;64;21;27;85;50;35;-;NA;NA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;18;5;1;2;21/10/2020;SECA;06:10;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;MACHO;JOVEM;2 PRIM?RIA;NAO;CAUDA;0;63.5;63;19;26;64;47;17;CINZA;PRETO;CINZA;142;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;18;5;1;2;21/10/2020;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;TACHYPHONUS RUFUS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;NAO;NAO;NAO;0;79;78;23;28;81;47;34;CASTANHO;PRETO;CINZA;175.5;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;18;5;1;2;21/10/2020;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;TACHYPHONUS RUFUS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;NAO;NAO;NAO;3;82;80;20;29;82.5;48;34.5;CASTANHO;PRETO;CINZA;175;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;18;5;1;2;21/10/2020;SECA;09:30;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOPHILUS PALLIATUS;PALLIATUS;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;NAO;NAO;NAO;0;67.2;69;22;29.5;69;45;24;CINZA;PRETO/BEGE;CINZA;162;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;18;5;1;2;21/10/2020;SECA;09:30;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;NONNULA RUFICAPILLA;RUFICAPILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;60;59;26;18;66;47;19;CASTANHO;PRETO/BEGE;MARROM;146;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;18;5;1;2;21/10/2020;SECA;11:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROPLEX PICUS;PICUS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;102;91.5;28;24.5;86;48;38;MARROM;BEGE;VERDE;212;;;;;;
