GRUPO TAXONOMICO;METODO FAUNA;CAMPANHA;MODULO;TRANSECTO;PARCELA;DATA;PERIODO SAZONAL;HORARIO;FILO;CLASSE;ORDEM;FAMILIA;SUBFAMILIA;NOME CIENTIFICO;SUBESPECIE;SENSIBILIDADE;ENDEMISMO;BIOINDICADOR;STATUS DO REGISTRO;RECAPTURA OU RECUPERACAO;SEXO;IDADE;MUDAS REMIGES (MM);MUDAS RECTRIZES  (MM);MUDAS CONTORNO  (MM);PLACA DE INCUBACAO;COMPRIMENTO ASA (MM);COMPRIMENTO CAUDA (MM);COMPRIMENTO CULMEN  (MM);COMPRIMENTO TARSO  (MM);PESO 1 (G);PESO 2  (G);PESO  (G);COR IRIS;COR BICO;COR TARSO;COMPRIMENTO TOTAL (M);;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;JOVEM;N;1 e 2;N;0;110.3;98.2;29.3;18;62;26;36;CASTANHA;PRETO;CINZA ROSADO;242;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;GALBULIFORMES;GALBULIDAE;NA;GALBULA CYANICOLLIS;NI;A;1;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;77.5;82.2;43;6.9;54;29;25;PRETO;AMARELO;AMARELO;217;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;C;V;0;71.3;65;17.5;14.5;51;25;26;CASTANHA;PRETO;PRETO;170;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS SPIXII;NI;A;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;91.4;80.3;28.2;14.9;49;16;33;CASTANHA;MARROM;CINZA;222;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;C;V;D;0;53;60.7;31.5;20;31;27;4;PRETO;PRETO;ROSA;145;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;11:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;V;0;61;76.9;34;2.2;49;44;5;PRETO;PRETO;ROSA;167;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;11:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;80.3;54.1;18.2;21.5;76;31;45;CASTANHA;PRETO;PRETO;181;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;19/08/2016;VAZANTE;12:00:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;LEPTOTILA RUFAXILLA;RUFAXILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;V;D;0;134.8;99.4;17;21.4;185;31;154;VERDE;PRETO;VERMELHO;265;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;D;0;53;25.1;10.4;9.9;38;29.5;8.5;PRETO;PRETO;CINZA;92;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;82.9;58.7;18.5;21.1;69;26;43;CASTANHA;PRETO;PRETO;178;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;ONYCHORHYNCHIDAE;NA;MYIOBIUS BARBATUS;INSIGNIS;A;NA;NA;ANILHADO;NAO;INDETERMINADO;JOVEM;N;N;C;V;D;0;58.6;58.2;9.3;14.6;51;41;10;CASTANHA;PRETO;CINZA;133;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;56.6;27.9;12.4;10;38;29;9;PRETO;PRETO;CINZA;101;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS OCHROLAEMUS;NI;M;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;86;78.4;20.1;16.2;64;26;38;CASTANHA;MARROM;CINZA;200;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYLOPHYLAX NAEVIUS;OCHRACEUS;A;1;NA;ANILHADO;NAO;FEMEA;SUB-ADULTO;N;N;V;D;0;53.5;35;13.5;15.3;26;16;10;CINZA;PRETO;ROSA;120;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;104.6;85.8;16.5;23.4;67;16;51;CASTANHA;PRETO;CINZA;210;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;1;20/08/2016;VAZANTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;C;0;63.1;30.2;10.7;11.8;41;26;15;CINZA;CINZA;CINZA;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;3P;N;C;V;D;0;51.4;32.2;31;20;21.5;16;5.5;PRETO;PRETO;ROSA;120;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;D;0;88.2;79.1;25.6;25.2;84;26;58;VERMELHO;PRETO;CINZA;222;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;COLETADO;NAO;INDETERMINADO;ADULTO;N;N;C;0;60.7;41.7;30.5;20;31;25;6;PRETO;PRETO;ROSA;133;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS FLAVIVENTRIS;DISSORS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;C;V;D;0;55.2;49;12.3;13.7;35;25;10;CASTANHA;PRETO;CINZA;130;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;5;C;V;D;0;73.1;74.4;13.9;12.8;46;29;17;CASTANHA;CINZA;PRETO;171;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS SUPERCILIOSUS;MUELLERI;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;0;55;62.3;37.3;16;44;39;5;PRETO;PRETO;ROSA;162;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;C;V;D;0;55;39.8;31.4;14;31;25;6;PRETO;PRETO;AMARELO;125;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;TROGLODYTIDAE;NA;CANTORCHILUS LEUCOTIS;RUFIVENTRIS;B;NA;NA;FUGA;NAO;INDETERMINADO;INDETERMINADO;N;N;N;0;NC;NC;NC;NC;44;26;18;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;JOVEM;N;N;N;0;62.4;29.6;10.1;11.4;39;25;14;CINZA;CINZA;MARROM;118;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;60;27.3;10.2;10.7;41;26;15;BRANCO;CINZA;CINZA;115;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;GRALLARIIDAE;NA;MYRMOTHERA BERLEPSCHI;NI;M;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;V;0;75.6;34;16.5;28.6;68;27;41;CASTANHA;CINZA;ROSA;155;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;C;V;D;0;66;68.7;12;12.3;43;29;14;CASTANHA;CINZA;PRETO;161;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;0;57.4;70.1;33.4;15;34;29;5;PRETO;PRETO;CINZA;156;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;JOVEM;N;N;V;D;0;54;44.1;9.8;11.7;38;29;9;PRETO;PRETO;CINZA;123;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PARULIDAE;NA;GEOTHLYPIS AEQUINOCTIALIS;AEQUINOCTIALIS;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;60;60.5;13.7;19.6;40;26;14;PRETO;PRETO;MARROM;155;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PARULIDAE;NA;GEOTHLYPIS AEQUINOCTIALIS;AEQUINOCTIALIS;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;54.6;56.9;13.6;17.1;50;36;14;CASTANHA;PRETO;MARROM;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;V;0;84.4;NA;25.3;27.7;84;33;51;VERMELHO;PRETO;CINZA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;C;V;0;55.5;38.6;30.6;2.1;30;24;6;PRETO;PRETO;ROSA;129;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;59.4;31.2;9;10.9;39;25;14;CINZA;CINZA;CINZA;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;11:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA AMERICANA;AMERICANI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;56.5;50;10.7;11.1;37;24.5;12.5;CASTANHA;PRETO;PRETO;123;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;11:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA AMERICANA;AMERICANI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;55.6;48.7;10.1;12.2;49;37;12;CASTANHA;PRETO;PRETO;126;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;21/08/2016;VAZANTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;C;V;D;0;54.4;44.3;11.1;11.5;39;29;10;PRETO;PRETO;CINZA;123;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PARULIDAE;NA;GEOTHLYPIS AEQUINOCTIALIS;AEQUINOCTIALIS;B;NA;NA;ANILHADO;NAO;MACHO;JOVEM;3S;N;C;V;D;0;59.5;57.1;12.7;18;41.5;26;15.5;CASTANHA;PRETO;AMARELO;147;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOTHERULA AXILLARIS;AXILLARIS;M;NA;NA;RECAPTURA;SIM;FEMEA;ADULTO;N;N;N;0;51.6;37.6;12.5;11.5;22;15.5;6.5;CASTANHA;CINZA;CINZA;111;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;JOVEM;N;N;N;0;54.1;52.8;14.2;11.4;40;29;11;CASTANHA;PRETO;MARROM;127;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;07:40:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECUPERA?AO;SIM;MACHO;JOVEM;N;N;N;0;62.4;29.6;10.1;11.4;39;25;14;CINZA;CINZA;MARROM;118;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;THALURANIA FURCATA;BALZANI;M;NA;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;N;N;N;0;51.1;34;19.8;17;26.5;22;4.5;PRETO;PRETO;PRETO;112;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;0;56;38;29.8;18;29;22;7;PRETO;PRETO;ROSA;128;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;C;V;0;90.7;76.4;25.2;27.2;78;23;55;VERMELHO;PRETO;CINZA;212;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;MACHO;SUB-ADULTO;N;N;N;0;85.2;77.7;25.6;26.8;77;26;51;LARANJA;PRETO;CINZA;217;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;08:40:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR COERULESCENS;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;JOVEM;N;N;C;V;D;0;88.8;91.6;18;18.5;77;30;47;CASTANHA;PRETO;MARROM;213;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;10;5;1;2;22/08/2016;VAZANTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;CISSOPIS LEVERIANUS;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;103.3;108;17.4;17.7;83;25;58;AMARELO;PRETO;PRETO;268;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;06:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;FUGA;NAO;INDETERMINADO;INDETERMINADO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;60;49;18.7;21.4;46;26;20;CASTANHO;CINZA;CINZA;147;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;1;53.2;22.4;33.2;4.5;18;14;4;CASTANHO;PRETO/AMARELO;ROSA;119;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;73.3;60.5;21;22.5;48;23;25;CASTANHO;PRETO/CINZA;CINZA;169;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;MACHO;ADULTO;N;N;N;1;64;52.4;20;21.5;39;20;19;CASTANHO;PRETO;CINZA;168;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;0;55;39;32;5;28;23;5;CASTANHO;PRETO/AMARELO;LARANJA;100;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;GALBULIFORMES;GALBULIDAE;NA;GALBULA RUFICAUDA;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;71.5;76;42;14.5;40;22;18;CASTANHO;PRETO;VERDE/CINZA;212;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;TYRANNIDAE;NA;MYIOZETETES CAYANENSIS;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;87;71;16;20;39;15;24;CASTANHO;PRETO;PRETO;172;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;TROGLODYTIDAE;NA;CANTORCHILUS LEUCOTIS;RUFIVENTRIS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;59.5;50;18;24.5;40;23;17;MARROM;PRETO/BRANCO;CINZA;136;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;54;54;13;16.2;25;13;12;CASTANHO;PRETO;CINZA;125;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS LEUCOPHRYS;NI;M;1;1;RECAPTURA;SIM;MACHO;ADULTO;N;N;N;2;61;45;18;29;40;18;22;MARROM;PRETO;CINZA;134;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;RECAPTURA;SIM;MACHO;ADULTO;N;N;N;0;79;75;18;22;45;20;25;MARROM;PRETO/BRANCO;PRETO;182;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;10:30:00;CHORDATA;AVES;PASSERIFORMES;XENOPIDAE;NA;XENOPS MINUTUS;GENIBARBIS;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;62;45;13;15.5;31;18;13;CASTANHO;PRETO/BEGE;CINZA;116;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;66.3;53;14;16.4;36;18;18;CASTANHO;CINZA;CINZA;156;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOTHERULA AXILLARIS;AXILLARIS;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;1;50;23;14.4;14.5;37;19;18;CASTANHO;PRETO;PRETO;114;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;FEMEA;ADULTO;S3;N;N;4;61.4;50.6;20;18.9;38;18;20;CASTANHO;CINZA;PRETO;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;59;46;14.2;13.7;34;22;12;CASTANHO;PRETO;CINZA;134;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;54;36;12;12.4;23;14;9;CASTANHO;MARROM ;ROSA;112;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMELASTES RUFIFACIES;RUFIFACIES;DD;1;1;ANILHADO;NAO;MACHO;ADULTO;N;N;CAUDA;1;63.2;49;20;26;48;24;24;CINZA;PRETO/BRANCO;ROSA;144;;;;;;
